job_title,company_name,location,salary,skills,url,source,description
Senior AI Product Manager - eKYC,Trusting Social,Dashboard,You'll love it,Product Management | English | Data Analysis | AI,https://itviec.com/it-jobs/senior-ai-product-manager-ekyc-trusting-social-0445,itviec,
Test Engineer,Motorola Solutions,Dashboard,You'll love it,Automation Test | Integration test,https://itviec.com/it-jobs/test-engineer-motorola-solutions-5535,itviec,
Firmware Developer,Motorola Solutions,Dashboard,You'll love it,Embedded C | OpenCV | Linux,https://itviec.com/it-jobs/firmware-developer-motorola-solutions-1057,itviec,
Chuyên gia quản trị cơ sở dữ liệu (DBA Expert),SSI Securities Corporation,Dashboard,You'll love it,Database | Microsoft SQL Server | DBA,https://itviec.com/it-jobs/chuyen-gia-quan-tri-co-so-du-lieu-dba-expert-ssi-securities-corporation-0826,itviec,
Middle/Senior Frontend Engineer (Reactjs),NAB Innovation Centre Vietnam,Dashboard,You'll love it,ReactJS | Java | Redux | TypeScript | NodeJS | JavaScript,https://itviec.com/it-jobs/middle-senior-frontend-engineer-reactjs-nab-innovation-centre-vietnam-2435,itviec,
"Lead Frontend Engineer (Reactjs, Java, Nodejs)",NAB Innovation Centre Vietnam,Dashboard,You'll love it,ReactJS | TypeScript | JavaScript | Redux | Java | NodeJS,https://itviec.com/it-jobs/lead-frontend-engineer-reactjs-java-nodejs-nab-innovation-centre-vietnam-1157,itviec,
Solution Architect (SQL),Ngân hàng TMCP Tiên Phong | TPBank,Dashboard,You'll love it,Solution Architecture | SQL | Software Architecture,https://itviec.com/it-jobs/solution-architect-sql-ngan-hang-tmcp-tien-phong-tpbank-1726,itviec,
Bridge Software Engineer (Japanese),Cube System Việt Nam,Dashboard,"1,500 - 2,000 USD",Bridge Engineer | Web API | Leadership | Japanese,https://itviec.com/it-jobs/bridge-software-engineer-japanese-cube-system-viet-nam-0818,itviec,
"[Hanoi] Senior Site Reliability Engineer (SRE, DevOps)","MONEY FORWARD VIETNAM CO.,LTD",Dashboard,You'll love it,DevOps | Terraform | Kubernetes | Docker | Cloud | AWS,https://itviec.com/it-jobs/hanoi-senior-site-reliability-engineer-sre-devops-money-forward-vietnam-co-ltd-5803,itviec,
CVCC Quản trị cơ sở dữ liệu (DBA),Công ty Cổ phần Thanh toán số MobiFone,Dashboard,You'll love it,DBA | Bash Shell | Python,https://itviec.com/it-jobs/cvcc-quan-tri-co-so-du-lieu-dba-cong-ty-co-phan-thanh-toan-so-mobifone-2045,itviec,
CVCC Quản trị mạng và An ninh thông tin,Công ty Cổ phần Thanh toán số MobiFone,Dashboard,"500 - 3,000 USD",Security | Networking,https://itviec.com/it-jobs/cvcc-quan-tri-mang-va-an-ninh-thong-tin-cong-ty-co-phan-thanh-toan-so-mobifone-3449,itviec,
CVCC Giám sát An toàn thông tin (SOC),Công ty Cổ phần Thanh toán số MobiFone,Dashboard,"500 - 3,000 USD",Information Security | SIEM,https://itviec.com/it-jobs/cvcc-giam-sat-an-toan-thong-tin-soc-cong-ty-co-phan-thanh-toan-so-mobifone-2831,itviec,
"QA Manager (Tester, Japanese N2+)","ANDPAD VietNam Co., Ltd",Dashboard,You'll love it,QA QC | Leadership | Tester | Scrum | Agile | Japanese,https://itviec.com/it-jobs/qa-manager-tester-japanese-n2-andpad-vietnam-co-ltd-2949,itviec,
Chuyên viên khai thác ứng dụng,Trung tâm công nghệ thông tin MobiFone,Dashboard,You'll love it,IT Support | Windows Server | SQL | Linux,https://itviec.com/it-jobs/chuyen-vien-khai-thac-ung-dung-trung-tam-cong-nghe-thong-tin-mobifone-4657,itviec,
Chuyên viên an ninh mạng,Trung tâm công nghệ thông tin MobiFone,Dashboard,You'll love it,Endpoint Protection | CompTIA Security+ | Networking | Firewall,https://itviec.com/it-jobs/chuyen-vien-an-ninh-mang-trung-tam-cong-nghe-thong-tin-mobifone-5027,itviec,
"Middle Backend Developer (NodeJS, NestJS, ExpressJS)",Eazylab VietNam,Dashboard,You'll love it,NodeJS | Redis | PostgreSql | NestJS | MySQL | ExpressJS,https://itviec.com/it-jobs/middle-backend-developer-nodejs-nestjs-expressjs-eazylab-vietnam-1256,itviec,
ML Engineer (Froduction Focus),VNGGames,Dashboard,"500 - 1,300 USD",Spark | PyTorch,https://itviec.com/it-jobs/ml-engineer-froduction-focus-vnggames-2823,itviec,
"Solution Architect (Spring Boot/.NET, Microservices)",Mcredit - Công ty Tài chính TNHH MB Shinsei,Dashboard,"1,800 - 3,000 USD",Solution Architecture | Kafka | AWS | Spring Boot,https://itviec.com/it-jobs/solution-architect-spring-boot-net-microservices-mcredit-cong-ty-tai-chinh-tnhh-mb-shinsei-5749,itviec,
Fullstack Developer (Ruby on Rails/ PHP/ AWS/ English),Giftee Tech Vietnam,Dashboard,"1,000 - 3,000 USD",English | MySQL | Agile | PHP | Ruby on Rails | AWS,https://itviec.com/it-jobs/software-engineer-ruby-on-rails-php-nodejs-aws-giftee-tech-vietnam-0735,itviec,
"Senior DevOps Engineer (AWS, Databricks)",TymeX,Dashboard,You'll love it,Databricks | Data Catalog | MLOps | AWS | DevOps,https://itviec.com/it-jobs/senior-devops-engineer-aws-databricks-tymex-5445,itviec,
[Remote] Python Developer (Machine Learning Focus),VPDD FEELDX PTY LTD tại TP.HCM,Dashboard,Salary negotiable,Python | TensorFlow | PyTorch | Machine Learning | NLP,https://itviec.com/it-jobs/remote-python-developer-machine-learning-focus-vpdd-feeldx-pty-ltd-tai-tp-hcm-1809,itviec,
Senior Automation QA Engineer,EUROFINS GSC IT VIETNAM COMPANY LIMITED,Dashboard,You'll love it,Automation Test | English | Selenium | Java | C# | QA QC,https://itviec.com/it-jobs/senior-automation-qa-engineer-eurofins-gsc-it-vietnam-company-limited-2216,itviec,
"Technical Leader (Spring Boot, MySQL, AI, AWS, Linux)",CS Group,Dashboard,You'll love it,Spring Boot | AI | Leadership | AWS | MySQL,https://itviec.com/it-jobs/technical-leader-spring-boot-mysql-linux-ci-cd-cs-group-2443,itviec,
[Hà Nội] AI Team Leader,ACworks,Dashboard,"2,000 - 3,000 USD",Team Management | AI | Software Architecture | Python,https://itviec.com/it-jobs/ha-noi-ai-team-leader-acworks-2107,itviec,
Java Developer,Opes Insurance,Dashboard,"800 - 1,500 USD",Spring Boot | SQL | Microservices | Hibernate | Java,https://itviec.com/it-jobs/java-developer-opes-insurance-4558,itviec,
Fresher/Junior Software Developer (Java/.NET/PHP),Allexceed Việt Nam,Dashboard,You'll love it,Fresher Accepted | Java | JavaScript | PHP | .NET,https://itviec.com/it-jobs/fresher-junior-software-developer-java-net-php-allexceed-viet-nam-4542,itviec,
"[Remote/Hybrid] Senior Frontend (ReactJS, English)",RIKKEISOFT,Dashboard,You'll love it,ReactJS | English | CSS 3 | HTML5 | API | JavaScript,https://itviec.com/it-jobs/remote-hybrid-senior-frontend-reactjs-english-rikkeisoft-4342,itviec,
Ruby on Rails Engineer (Tech Lead/Senior),"MONEY FORWARD VIETNAM CO.,LTD",Dashboard,You'll love it,Ruby | System Architecture | PostgreSql | Ruby on Rails,https://itviec.com/it-jobs/ruby-on-rails-engineer-tech-lead-senior-money-forward-vietnam-co-ltd-2939,itviec,
"Mobile Developer (Android, React Native)",Deliveree On-Demand Logistics,Dashboard,You'll love it,React Native | AI | Android | Kotlin,https://itviec.com/it-jobs/mobile-developer-android-react-native-deliveree-on-demand-logistics-4244,itviec,
"DevOps Engineer (AWS, English required)",ekino Vietnam,Dashboard,Attractive salary!,AWS | English | Security | DevOps | CI/CD,https://itviec.com/it-jobs/devops-engineer-aws-english-required-ekino-vietnam-4426,itviec,
"QC Lead –Logistics Platform (Tester,SQL)",Smartlog,Dashboard,"1,600 - 2,000 USD",QA QC | CI/CD | Agile | API | SQL | Tester,https://itviec.com/it-jobs/qc-lead-logistics-platform-tester-sql-smartlog-1039,itviec,
Senior Backend Engineer (C#/Java/Python),Gear Games,Dashboard,You'll love it,C# | Azure | AWS | TypeScript | Python | Java,https://itviec.com/it-jobs/senior-backend-engineer-c-java-python-gear-games-1218,itviec,
"Senior/Lead Web Engineer (JavaScript ES6, Python)",Gear Games,Dashboard,You'll love it,JavaScript | AWS | C# | Python | VueJS | ReactJS,https://itviec.com/it-jobs/senior-lead-web-engineer-javascript-es6-typescript-gear-games-2016,itviec,
Fresher/Junior Project Manager (Japanese Assistant),"Alive Việt Nam Co., Ltd",Dashboard,Thỏa thuận,Fresher Accepted | Japanese | Japanese IT Communication | English,https://itviec.com/it-jobs/fresher-junior-project-manager-japanese-assistant-alive-viet-nam-co-ltd-2359,itviec,
"Product Owner (Finance, Banking, Product Management)",Pinetree Securities,Dashboard,Very attractive!!!,Product Owner | Backlog grooming | Project Management,https://itviec.com/it-jobs/product-owner-finance-banking-product-management-pinetree-securities-3506,itviec,
Service Solutions Lead (Cloud Architecture),NetNam Corporation - Branch in HCMC,Dashboard,You'll love it,Cloud | Cloud Migration Consulting | Azure,https://itviec.com/it-jobs/service-solutions-lead-cloud-architecture-netnam-corporation-branch-in-hcmc-2857,itviec,
"Cloud Solution Architect (AWS) (Senior, Junior)",MEGAZONE,Dashboard,You'll love it,Solution Architecture | System Architecture,https://itviec.com/it-jobs/cloud-solution-architect-aws-senior-junior-megazone-0009,itviec,
Data Engineer (SQL/ Python/ Cloud),MEGAZONE,Dashboard,You'll love it,Data Engineer | Databricks | Data Warehousing | Big Data,https://itviec.com/it-jobs/data-engineer-sql-python-cloud-megazone-5918,itviec,
Scrum Master/Project Manager (Up to $3500/month),Crossian,Dashboard,You'll love it,Scrum | Odoo | Jira | Product Management | Agile,https://itviec.com/it-jobs/scrum-master-project-manager-up-to-3500-month-crossian-1141,itviec,
Senior/Lead - QA QC Engineer (Agile/Scrum),Bizzi Vietnam,Dashboard,"1,000 - 1,300 USD",QA QC | Scrum | Agile | Tester,https://itviec.com/it-jobs/senior-lead-qa-qc-engineer-agile-scrum-bizzi-vietnam-4854,itviec,
"DevSecOps (Jenkins, gitlab)",ABBANK,Dashboard,You'll love it,DevSecOps | GitLab | Jenkins | Networking | Security,https://itviec.com/it-jobs/devsecops-jenkins-gitlab-abbank-2810,itviec,
Senior Python Developer (3 – 5 years),Pacific Technology,Dashboard,You'll love it,Python | Linux | JavaScript | SQL | .NET,https://itviec.com/it-jobs/senior-python-developer-3-5-years-pacific-technology-2101,itviec,
(Intermediate/Senior) Data Analyst- $55K/year,Crossian,Dashboard,You'll love it,Data Analysis | A/B testing | Data Science | Business Intelligence,https://itviec.com/it-jobs/intermediate-senior-data-analyst-55k-year-crossian-1336,itviec,
"IT Business Analyst (BPMN 2.0, English)",IT-Development Vietnam,Dashboard,"1,000 - 1,500 USD",Business Analysis | IT Support | English,https://itviec.com/it-jobs/it-business-analyst-bpmn-2-0-english-it-development-vietnam-0454,itviec,
"Team Leader Developer (.Net Core, MVC, Docker, CI/CD)",Lac Viet Computing Corporation,Dashboard,"1,500 - 2,000 USD",Team Management | SQL | CI/CD | Docker | MVC | .Net Core,https://itviec.com/it-jobs/team-leader-developer-net-core-mvc-docker-ci-cd-lac-viet-computing-corporation-3009,itviec,
"Middle QA/QC Engineer (SQL, Database)",APOLLOGIX,Dashboard,You'll love it,QA QC | Database | ERP | SQL | Tester,https://itviec.com/it-jobs/middle-qa-qc-engineer-sql-database-apollogix-5729,itviec,
Senior Backend Developer (Java/Spring Boot),APOLLOGIX,Dashboard,You'll love it,Java | API | Git | PostgreSql | Spring Boot | AWS,https://itviec.com/it-jobs/senior-backend-developer-java-spring-boot-apollogix-4350,itviec,
"Engineering Manager (Backend, Microservices, AI)",LeapXpert,Dashboard,You'll love it,Java | Agile | AI | Microservices | Python | Golang,https://itviec.com/it-jobs/engineering-manager-backend-microservices-ai-leapxpert-2752,itviec,
"Senior Data Analyst (Python, SQL, Data Warehouse)",Ahamove,Dashboard,You'll love it,Data Analysis | Data Warehousing | Databricks | Metabase,https://itviec.com/it-jobs/senior-data-analyst-python-sql-data-warehouse-ahamove-1348,itviec,
"Senior Backend Software Engineer (Java, Go, English)",LeapXpert,Dashboard,You'll love it,Java | Kafka | SQL | Microservices | OOP | Golang,https://itviec.com/it-jobs/senior-backend-software-engineer-java-go-english-leapxpert-1210,itviec,
"Technical Consultant - Java, C++, C#, .Net, SQL, Linux",Murex,Dashboard,You'll love it,Fresher Accepted | Java | .NET | English | SQL | Unix | Linux,https://itviec.com/it-jobs/technical-consultant-java-c-c-net-sql-linux-murex-0126,itviec,
Enterprise Architecture (Quản Trị Kiến Trúc),ABBANK,Dashboard,"1,500 - 2,200 USD",Solution Architecture | Leadership | Software Architecture,https://itviec.com/it-jobs/enterprise-architecture-quan-tri-kien-truc-abbank-4034,itviec,
[Da Nang] Senior Power Platform Developer,Pasona Tech Việt Nam,Dashboard,You'll love it,Microsoft Power Apps | Microsoft Dynamics 365 | Product canvas,https://itviec.com/it-jobs/da-nang-senior-power-platform-developer-pasona-tech-viet-nam-4557,itviec,
"Senior Master Data Operations Analyst (Java, SQL)",Renesas Design Vietnam,Dashboard,You'll love it,AWS | Python | Azure | SQL | JSON,https://itviec.com/it-jobs/senior-master-data-operations-analyst-java-sql-renesas-design-vietnam-5151,itviec,
Senior AWS Network Engineer,Renesas Design Vietnam,Dashboard,You'll love it,Networking | DNS Security | AWS,https://itviec.com/it-jobs/senior-aws-network-engineer-renesas-design-vietnam-4405,itviec,
UA Playable Ads Developer (Unity),NEXON DEV VINA,Dashboard,You'll love it,Fresher Accepted | Unity | C#,https://itviec.com/it-jobs/ua-playable-ads-developer-unity-nexon-dev-vina-3146,itviec,
Product Director,MYMIND,Dashboard,You'll love it,Product Management | Leadership | Scrum | Data-driven,https://itviec.com/it-jobs/product-director-mymind-1834,itviec,
Korean Bridge Software Engineer,LG CNS Việt Nam,Dashboard,You'll love it,IT Communication/Translation | Korean,https://itviec.com/it-jobs/korean-bridge-software-engineer-lg-cns-viet-nam-0539,itviec,
"Senior Business Analyst (Agile, E-commerce, Agri-Tech)",MYMIND,Dashboard,You'll love it,Business Analysis | Data Analysis | Scrum | Agile,https://itviec.com/it-jobs/senior-business-analyst-agile-e-commerce-agri-tech-mymind-0158,itviec,
ETL/ Data Engineer,LG CNS Việt Nam,Dashboard,You'll love it,AWS | ITIL Foundation,https://itviec.com/it-jobs/etl-data-engineer-lg-cns-viet-nam-0221,itviec,
Microsoft D365 F&O Technical Expert – 24Hr Campaign,ELCA,Dashboard,You'll love it,Microsoft Dynamics 365 | English | .NET | Dynamics AX | ERP,https://itviec.com/it-jobs/microsoft-d365-f-o-technical-expert-sql-erp-elca-4642,itviec,
Microsoft D365 BC Technical Expert – 24Hr Campaign,ELCA,Dashboard,You'll love it,Microsoft Dynamics 365 | English | .NET | Database,https://itviec.com/it-jobs/microsoft-d365-business-central-technical-expert-elca-5045,itviec,
Frontend Lowcode Developer,LG CNS Việt Nam,Dashboard,You'll love it,OutSystems | UI-UX,https://itviec.com/it-jobs/frontend-lowcode-developer-lg-cns-viet-nam-5645,itviec,
Project Manager,LG CNS Việt Nam,Dashboard,You'll love it,Project Management | English,https://itviec.com/it-jobs/project-manager-lg-cns-viet-nam-5348,itviec,
Backend (Python) Developer,LG CNS Việt Nam,Dashboard,You'll love it,Python | SQL,https://itviec.com/it-jobs/backend-python-developer-lg-cns-viet-nam-4952,itviec,
Penetration Tester,LG CNS Việt Nam,Dashboard,You'll love it,Penetration Testing | Pentest,https://itviec.com/it-jobs/penetration-tester-lg-cns-viet-nam-4342,itviec,
Application Architect,LG CNS Việt Nam,Dashboard,You'll love it,Microservices Architecture | GCP,https://itviec.com/it-jobs/application-architect-lg-cns-viet-nam-3848,itviec,
"Senior DevSecOps Engineer –Logistics Platform (AWS,SQL)",Smartlog,Dashboard,"1,600 - 2,000 USD",AWS | OWASP | Git | DNS Security | Docker | SQL,https://itviec.com/it-jobs/senior-devsecops-engineer-logistics-platform-smartlog-5324,itviec,
"Senior Analyst, Operations FP&A (English)",Aviron,Dashboard,You'll love it,Predictive Analytics | Strategy planning | English | Power BI,https://itviec.com/it-jobs/senior-analyst-operations-fp-a-english-aviron-4810,itviec,
Senior QA Engineer (Automation Test/Agile/Scrum/SQL),Sun Group,Dashboard,You'll love it,Automation Test | SQL | QA QC | Scrum | Agile | Tester,https://itviec.com/it-jobs/senior-qa-engineer-agile-scrum-sun-group-3320,itviec,
"Full-Stack Developer (React JS, Nest JS)",LG Electronics Development Vietnam (LGEDV),Dashboard,"1,000 - 2,500 USD",NestJS | GitLab | TypeScript | JavaScript | CI/CD | ReactJS,https://itviec.com/it-jobs/full-stack-developer-react-js-nest-js-lg-electronics-development-vietnam-lgedv-5247,itviec,
"Machine Learning Engineer (Python, SQL, REST APIs)",Ahamove,Dashboard,You'll love it,AI | Machine Learning | Python | Deep Learning | SQL,https://itviec.com/it-jobs/machine-learning-engineer-python-sql-rest-apis-ahamove-4624,itviec,
"C++ Software Engineer (OOP, Middleware)",LG Electronics Development Vietnam (LGEDV),Dashboard,"800 - 2,500 USD",C++ | English | Embedded | Linux | Middleware | OOP,https://itviec.com/it-jobs/c-software-engineer-oop-middleware-lg-electronics-development-vietnam-lgedv-4422,itviec,
Senior Embedded Software Engineer,DXC Luxoft Vietnam,Dashboard,You'll love it,Embedded C | ASPICE | C++ | AUTOSAR,https://itviec.com/it-jobs/senior-embedded-software-engineer-dxc-luxoft-vietnam-3624,itviec,
"Full Stack Developer (Python, AWS)",TecAlliance Vietnam,Dashboard,You'll love it,Python | Neo4j | Angular | ReactJS | AWS | DevOps,https://itviec.com/it-jobs/full-stack-developer-python-aws-tecalliance-vietnam-1443,itviec,
Network and Security Management Role,LINE Vietnam,Dashboard,You'll love it,"Security | Governance, Risk & Compliance | Risk Management",https://itviec.com/it-jobs/network-and-security-management-role-line-vietnam-0901,itviec,
Business Analyst (Japanese Speaking),SAI Digital,Dashboard,You'll love it,Project Management | CRM | ERP | Agile | English,https://itviec.com/it-jobs/business-analyst-japanese-speaking-sai-digital-0612,itviec,
DevOps Team Lead,CODE88 COMPANY LIMITED,Dashboard,"2,000 - 2,500 USD",DevOps | AWS CloudFormation | Cloud | Azure | CI/CD,https://itviec.com/it-jobs/devops-team-lead-code88-company-limited-3816,itviec,
Backend Engineer (Python),Parcel Perform,Dashboard,You'll love it,Python | Kafka | Django | English,https://itviec.com/it-jobs/backend-engineer-python-parcel-perform-5002,itviec,
DevOps Engineer,CÔNG TY TNHH NEXTEDGE,Dashboard,You'll love it,DevOps | CI/CD | Terraform | Kubernetes | Cloud | AWS,https://itviec.com/it-jobs/devops-engineer-cong-ty-tnhh-nextedge-4613,itviec,
"DevOps Engineer( Cloud, K8S, DevSecOps)",VSI,Dashboard,"800 - 2,000 USD",DevOps | CI/CD | Security | DevSecOps | Cloud | English,https://itviec.com/it-jobs/devops-engineer-cloud-security-devsecops-vsi-4706,itviec,
Product (UI/UX) Designer,Herond Labs,Dashboard,You'll love it,Product Design | Design | UI-UX,https://itviec.com/it-jobs/product-ui-ux-designer-herond-labs-2242,itviec,
[HAN] Fresher/Junior SQA | Up to 15M,Hybrid Technologies,Dashboard,You'll love it,Fresher Accepted | QA QC | API | SQL | Japanese | English | Tester,https://itviec.com/it-jobs/han-fresher-junior-sqa-up-to-15m-hybrid-technologies-2541,itviec,
[HAN] Fresher/Junior Fullstack Developer | Up to 15M,Hybrid Technologies,Dashboard,You'll love it,Fresher Accepted | PHP | Svelte | Angular | Scala | Java | NextJS,https://itviec.com/it-jobs/han-fresher-junior-fullstack-developer-up-to-15m-hybrid-technologies-1922,itviec,
"Mid-Senior Java Backend Developer (Spring, English)",LOGICENTRA,Dashboard,"1,150 - 1,600 USD",Java | SOLID Principles | OOP | Spring | SQL | English,https://itviec.com/it-jobs/mid-senior-java-backend-developer-spring-english-logicentra-1151,itviec,
Senior .NET Backend Engineer - Up to 55k,Crossian,Dashboard,You'll love it,.NET | .Net Core | LINQ | Agile | ASP.NET | C#,https://itviec.com/it-jobs/senior-net-backend-engineer-up-to-55k-crossian-0331,itviec,
"Middle/Senior Software Engineer (Devops, C#, CI/CD)",MiTek Vietnam,Dashboard,You'll love it,DevOps | Angular | JavaScript | CI/CD | C# | Microservices,https://itviec.com/it-jobs/middle-senior-software-engineer-devops-c-ci-cd-mitek-vietnam-0016,itviec,
Project Manager (Product/Outsource),Viettel Cyber Security,Dashboard,You'll love it,Project Management | Agile,https://itviec.com/it-jobs/project-manager-product-outsource-viettel-cyber-security-0253,itviec,
"UI/UX Designer (Figma, Prototyping, Design Systems)",Goline Corporation,Dashboard,You'll love it,UI-UX | Design | Design Systems | Prototyping | Figma,https://itviec.com/it-jobs/ui-ux-designer-figma-prototyping-design-systems-goline-corporation-4100,itviec,
Technical  Animator (Avatar Motion & Unity Integration),Optimizer Việt Nam,Dashboard,You'll love it,Unity | Blender | Design,https://itviec.com/it-jobs/technical-animator-avatar-motion-unity-integration-optimizer-viet-nam-4656,itviec,
Backend Developer (Golang/ MySQL/ PostgreSQL/ Nginx),Unity Sport JSC,Dashboard,You'll love it,Golang | Redis | Nginx | PostgreSql | API | MySQL,https://itviec.com/it-jobs/backend-developer-golang-mysql-postgresql-nginx-unity-sport-jsc-3837,itviec,
Chuyên viên Vận hành CoreBanking,Vietbank,Dashboard,"500 - 1,000 USD",PL/SQL | Microsoft SQL Server | Java | C# | Oracle,https://itviec.com/it-jobs/chuyen-vien-van-hanh-corebanking-vietbank-4517,itviec,
Senior IT Business Analyst,Crossian,Dashboard,You'll love it,Business Analysis | Agile | Wireframing | English,https://itviec.com/it-jobs/senior-it-business-analyst-crossian-4740,itviec,
AI Analyst,Parcel Perform,Dashboard,You'll love it,AI | LLM | English | Python,https://itviec.com/it-jobs/ai-analyst-parcel-perform-2336,itviec,
AUTOMATION TESTER (up to 27M),CAR FROM JAPAN,Dashboard,"650 - 1,200 USD",Fresher Accepted | Automation Test | Selenium | Mobile Apps | English,https://itviec.com/it-jobs/automation-tester-up-to-27m-car-from-japan-4707,itviec,
"Senior Java Engineer (AWS, Spring, SOLID principles)",MYMIND,Dashboard,You'll love it,Java | Kubernetes | AWS | Spring | Spring Boot,https://itviec.com/it-jobs/senior-java-engineer-aws-spring-solid-principles-mymind-4713,itviec,
Junior Cloud Engineer (Google Cloud Platform - GCP),Cloud Ace,Dashboard,You'll love it,Cloud | GCP | English | Kubernetes | Docker | Google Cloud,https://itviec.com/it-jobs/junior-cloud-engineer-google-cloud-platform-cloud-ace-0906,itviec,
Tech Lead (Golang/Python/Java),Viettel Cyber Security,Dashboard,You'll love it,Software Architecture | Agile | Microservices | Java | Golang,https://itviec.com/it-jobs/tech-lead-golang-python-java-viettel-cyber-security-4605,itviec,
"Senior Data Science Analyst (SQL, Python, R)",ELSA,Dashboard,"1,500 - 2,200 USD",Data Science | DBT | GitHub | R | Python | SQL,https://itviec.com/it-jobs/senior-data-science-analyst-sql-python-r-elsa-4644,itviec,
